Program Time [s],data 0,on/off
18.9177,0,0
18.9208,0,0
18.9239,0,0
18.9271,0,0
18.9302,0,0
18.9334,0,0
18.9364,0,0
18.9396,0,0
18.9427,0,0
18.9459,0,0
18.9489,0,0
18.9521,0,0
18.9552,0,0
18.9584,0,0
18.9615,0,0
18.9646,0,0
18.9677,0,0
18.9708,0,0
18.9739,0,0
18.977,0,0
18.9802,0,0
18.9833,0,0
18.9864,0,0
18.9896,0,0
18.9927,0,0
18.9958,0,0
18.9989,0,0
19.0021,0,0
19.0085,3253,4095
19.0146,3253,4095
19.0208,3258,4095
19.0271,3259,4095
19.0334,3260,4095
19.0395,3262,4095
19.0458,3267,4095
19.0521,3268,4095
19.0584,3271,4095
19.0646,3275,4095
19.0708,3280,4095
19.0771,3279,4095
19.0834,3282,4095
19.0895,3283,4095
19.0958,3285,4095
19.1021,3287,4095
19.1085,3294,4095
19.1146,3291,4095
19.1208,3266,4095
19.1271,3321,4095
19.1335,4095,4095
19.1396,4095,4095
19.1458,4095,4095
19.1521,4095,4095
19.1584,4095,4095
19.1646,4095,4095
19.1708,4095,4095
19.177,4095,4095
19.1834,4095,4095
19.1895,4095,4095
19.1958,4095,4095
19.202,4095,4095
19.2084,4095,4095
19.2146,4095,4095
19.2209,4095,4095
19.227,4095,4095
19.2334,4095,4095
19.2395,4095,4095
19.2458,4095,4095
19.252,4095,4095
19.2584,1503,4095
19.2645,1495,4095
19.2708,1488,4095
19.2771,1484,4095
19.2834,1462,4095
19.2895,1477,4095
19.2958,1473,4095
19.3021,1469,4095
19.3084,1461,4095
19.3145,1456,4095
19.3208,1453,4095
19.3271,1447,4095
19.3334,1440,4095
19.3395,1436,4095
19.3458,1428,4095
19.3521,1425,4095
19.3584,1424,4095
19.3645,1416,4095
19.3708,1409,4095
19.377,1403,4095
19.3834,4095,4095
19.3895,4095,4095
19.3958,4095,4095
19.402,4095,4095
19.4084,4095,4095
19.4145,4095,4095
19.4208,4095,4095
19.427,4095,4095
19.4333,4095,4095
19.4395,4095,4095
19.4457,4095,4095
19.4521,4095,4095
19.4584,4095,4095
19.4645,4095,4095
19.4708,4095,4095
19.4771,4095,4095
19.4834,4095,4095
19.4895,4095,4095
19.4958,4095,4095
19.502,4095,4095
19.5084,2241,4095
19.5145,2234,4095
19.5208,2223,4095
19.5271,2224,4095
19.5334,2217,4095
19.5395,2211,4095
19.5458,2209,4095
19.5521,2201,4095
19.5584,2196,4095
19.5645,2192,4095
19.5708,2188,4095
19.5771,2185,4095
19.5834,2179,4095
19.5895,2175,4095
19.5958,2169,4095
19.6021,2167,4095
19.6084,2165,4095
19.6145,2160,4095
19.6208,2158,4095
19.6271,2153,4095
19.6334,2643,4095
19.6395,2633,4095
19.6458,2627,4095
19.6521,2623,4095
19.6583,2619,4095
19.6645,2612,4095
19.6708,2608,4095
19.677,2608,4095
19.6834,2606,4095
19.6895,2599,4095
19.6958,2595,4095
19.702,2591,4095
19.7082,2608,4095
19.7145,2586,4095
19.7208,2580,4095
19.727,2576,4095
19.7332,2576,4095
19.7395,2569,4095
19.7458,2559,4095
19.752,2558,4095
19.7584,3518,4095
19.7645,3509,4095
19.7708,3498,4095
19.777,3493,4095
19.7833,3479,4095
19.7895,3472,4095
19.7958,3462,4095
19.802,3458,4095
19.8084,3453,4095
19.8145,3447,4095
19.8208,3442,4095
19.827,3435,4095
19.8334,3434,4095
19.8395,3426,4095
19.8458,3422,4095
19.852,3415,4095
19.8584,3412,4095
19.8645,3407,4095
19.8708,3394,4095
19.877,3393,4095
19.8833,2064,4095
19.8895,2055,4095
19.8958,2045,4095
19.902,2039,4095
19.9083,2035,4095
19.9145,2030,4095
19.9208,2026,4095
19.927,2026,4095
19.9333,2015,4095
19.9395,2011,4095
19.9458,2007,4095
19.952,2006,4095
19.9583,2001,4095
19.9645,1997,4095
19.9708,2000,4095
19.977,2001,4095
19.9832,1989,4095
19.9895,1986,4095
19.9957,1983,4095
20.002,1983,4095
20.0083,2992,4095
20.0145,2988,4095
20.0208,2977,4095
20.027,2975,4095
20.0332,2963,4095
20.0395,2958,4095
20.0457,2949,4095
20.052,2944,4095
20.0583,2941,4095
20.0645,2933,4095
20.0708,2928,4095
20.077,2925,4095
20.0833,2924,4095
20.0896,2921,4095
20.0957,2913,4095
20.102,2908,4095
20.1083,2905,4095
20.1145,2898,4095
20.1208,2897,4095
20.127,2896,4095
20.1333,2650,4095
20.1395,2647,4095
20.1458,2642,4095
20.152,2639,4095
20.1583,2638,4095
20.1645,2628,4095
20.1708,2623,4095
20.177,2620,4095
20.1833,2617,4095
20.1895,2613,4095
20.1958,2608,4095
20.202,2603,4095
20.2083,2598,4095
20.2145,2594,4095
20.2207,2593,4095
20.227,2586,4095
20.2333,2583,4095
20.2395,2579,4095
20.2458,2578,4095
20.252,2576,4095
20.2583,2551,4095
20.2645,2545,4095
20.2708,2542,4095
20.277,2537,4095
20.2832,2529,4095
20.2895,2523,4095
20.2958,2513,4095
20.302,2514,4095
20.3084,2503,4095
20.3145,2509,4095
20.3208,2509,4095
20.327,2507,4095
20.3332,2507,4095
20.3395,2499,4095
20.3458,2499,4095
20.352,2496,4095
20.3583,2498,4095
20.3645,2491,4095
20.3708,2486,4095
20.377,2480,4095
20.3833,2925,4095
20.3895,2916,4095
20.3958,2910,4095
20.402,2905,4095
20.4083,2898,4095
20.4145,2894,4095
20.4207,2887,4095
20.427,2885,4095
20.4333,2871,4095
20.4395,2867,4095
20.4458,2864,4095
20.452,2855,4095
20.4583,2858,4095
20.4645,2853,4095
20.4707,2851,4095
20.477,2846,4095
20.4832,2846,4095
20.4895,2842,4095
20.4958,2839,4095
20.502,2838,4095
20.5082,2746,4095
20.5145,2739,4095
20.5207,2741,4095
20.527,2737,4095
20.5332,2733,4095
20.5395,2726,4095
20.5457,2719,4095
20.552,2718,4095
20.5583,2715,4095
20.5645,2704,4095
20.5708,2699,4095
20.577,2694,4095
20.5832,2691,4095
20.5895,2687,4095
20.5957,2688,4095
20.602,2685,4095
20.6082,2683,4095
20.6145,2679,4095
20.6207,2674,4095
20.627,2673,4095
20.6333,2826,4095
20.6395,2821,4095
20.6457,2816,4095
20.652,2811,4095
20.6582,2803,4095
20.6645,2799,4095
20.6708,2795,4095
20.677,2791,4095
20.6832,2785,4095
20.6895,2768,4095
20.6958,2768,4095
20.702,2766,4095
20.7082,2765,4095
20.7145,2759,4095
20.7207,2752,4095
20.727,2752,4095
20.7333,2751,4095
20.7395,2748,4095
20.7457,2739,4095
20.752,2740,4095
20.7582,2881,4095
20.7645,2880,4095
20.7707,2874,4095
20.7769,2867,4095
20.7832,2864,4095
20.7895,2862,4095
20.7957,2858,4095
20.802,2844,4095
20.8082,2839,4095
20.8145,2833,4095
20.8207,2830,4095
20.827,2823,4095
20.8332,2814,4095
20.8395,2813,4095
20.8457,2811,4095
20.852,2804,4095
20.8582,2803,4095
20.8645,2799,4095
20.8707,2793,4095
20.877,2793,4095
20.8832,2886,4095
20.8895,2880,4095
20.8957,2874,4095
20.902,2873,4095
20.9082,2866,4095
20.9145,2865,4095
20.9207,2858,4095
20.927,2853,4095
20.9333,2849,4095
20.9395,2841,4095
20.9457,2833,4095
20.952,2829,4095
20.9582,2828,4095
20.9645,2820,4095
20.9707,2816,4095
20.9769,2817,4095
20.9832,2809,4095
20.9894,2809,4095
20.9957,2805,4095
21.002,2803,4095
21.0082,2879,4095
21.0145,2871,4095
21.0207,2866,4095
21.027,2864,4095
21.0332,2860,4095
21.0395,2859,4095
21.0457,2854,4095
21.0519,2862,4095
21.0582,2848,4095
21.0644,2843,4095
21.0707,2837,4095
21.0769,2831,4095
21.0832,2826,4095
21.0894,2819,4095
21.0958,2815,4095
21.102,2811,4095
21.1082,2805,4095
21.1145,2814,4095
21.1207,2800,4095
21.1269,2800,4095
21.1332,2922,4095
21.1395,2915,4095
21.1457,2911,4095
21.1519,2902,4095
21.1582,2899,4095
21.1645,2897,4095
21.1707,2896,4095
21.1769,2895,4095
21.1832,2890,4095
21.1894,2883,4095
21.1957,2881,4095
21.2019,2875,4095
21.2082,2867,4095
21.2144,2869,4095
21.2207,2861,4095
21.227,2858,4095
21.2332,2855,4095
21.2394,2850,4095
21.2457,2847,4095
21.252,2842,4095
21.2582,2928,4095
21.2644,2921,4095
21.2707,2913,4095
21.2769,2907,4095
21.2832,2905,4095
21.2895,2902,4095
21.2957,2881,4095
21.3019,2895,4095
21.3082,2889,4095
21.3144,2883,4095
21.3207,2878,4095
21.3269,2879,4095
21.3332,2870,4095
21.3395,2868,4095
21.3457,2864,4095
21.352,2864,4095
21.3582,2857,4095
21.3645,2857,4095
21.3707,2852,4095
21.3769,2848,4095
21.3832,2919,4095
21.3895,2912,4095
21.3957,2905,4095
21.4019,2896,4095
21.4082,2897,4095
21.4145,2895,4095
21.4207,2888,4095
21.427,2885,4095
21.4332,2881,4095
21.4394,2876,4095
21.4457,2866,4095
21.4519,2865,4095
21.4582,2863,4095
21.4645,2860,4095
21.4707,2851,4095
21.4769,2848,4095
21.4833,2845,4095
21.4895,2841,4095
21.4957,2838,4095
21.5019,2836,4095
21.5082,2935,4095
21.5145,2927,4095
21.5207,2924,4095
21.5269,2915,4095
21.5332,2907,4095
21.5395,2902,4095
21.5458,2905,4095
21.5519,2896,4095
21.5582,2899,4095
21.5645,2890,4095
21.5707,2884,4095
21.5769,2880,4095
21.5832,2876,4095
21.5895,2870,4095
21.5957,2864,4095
21.6019,2864,4095
21.6082,2859,4095
21.6144,2855,4095
21.6207,2851,4095
21.6269,2842,4095
21.6332,3088,4095
21.6394,3078,4095
21.6457,3069,4095
21.6519,3063,4095
21.6582,3058,4095
21.6644,3056,4095
21.6707,3054,4095
21.6769,3045,4095
21.6832,3044,4095
21.6895,3037,4095
21.6957,3033,4095
21.7019,3031,4095
21.7082,3026,4095
21.7145,3024,4095
21.7207,3024,4095
21.7269,3015,4095
21.7332,3018,4095
21.7395,3008,4095
21.7457,3005,4095
21.7519,2999,4095
21.7582,4095,4095
21.7645,4095,4095
21.7707,4095,4095
21.7769,4095,4095
21.7832,4095,4095
21.7894,4095,4095
21.7957,4095,4095
21.802,4095,4095
21.8082,4095,4095
21.8145,4095,4095
21.8207,4095,4095
21.8269,4095,4095
21.8331,4095,4095
21.8395,4095,4095
21.8457,4095,4095
21.8519,4095,4095
21.8582,4095,4095
21.8644,4095,4095
21.8708,4095,4095
21.8769,4095,4095
21.8832,4095,4095
21.8894,4095,4095
21.8957,4095,4095
21.9019,4095,4095
21.9082,4095,4095
21.9145,4095,4095
21.9207,4095,4095
21.9269,4095,4095
21.9332,4095,4095
21.9394,4095,4095
21.9457,4095,4095
21.952,4095,4095
21.9582,4095,4095
21.9645,4095,4095
21.9707,4095,4095
21.9769,4095,4095
21.9832,4095,4095
21.9895,4095,4095
21.9956,4095,4095
22.0019,4095,0
22.0082,4095,0
22.0145,4095,0
22.0207,4095,0
22.0269,4095,0
22.0331,4095,0
22.0395,4095,0
22.0457,4095,0
22.0519,4095,0
22.0582,4095,0
22.0644,4095,0
22.0707,4095,0
22.0769,4095,0
22.0831,4095,0
22.0894,4095,0
22.0957,4095,0
22.1019,4095,0
22.1082,4095,0
22.1145,4095,0
22.1207,4095,0
22.1269,4095,0
22.1331,4095,0
22.1395,4095,0
22.1456,4095,0
22.1519,4095,0
22.1582,4095,0
22.1645,4095,0
22.1707,4095,0
22.1769,4095,0
22.1832,4095,0
22.1895,4095,0
22.1957,4095,0
22.2019,4095,0
22.2082,4095,0
22.2144,4095,0
22.2207,4095,0
22.2269,4095,0
22.2332,4095,0
22.2394,4095,0
22.2457,4095,0
22.2519,4095,0
22.255,0,0
22.2581,0,0
22.2612,0,0
22.2645,0,0
22.2675,0,0
22.2707,0,0
22.2738,0,0
22.2769,0,0
22.28,0,0
22.2831,0,0
22.2863,0,0
22.2895,0,0
22.2925,0,0
22.2956,0,0
22.2988,0,0
22.3019,0,0
22.305,0,0
22.3081,0,0
22.3113,0,0
22.3145,0,0
22.3175,0,0
22.3206,0,0
22.3237,0,0
22.3269,0,0
22.33,0,0
22.3332,0,0
22.3362,0,0
22.3394,0,0
22.3425,0,0
22.3456,0,0
22.3487,0,0
22.3519,0,0
22.355,0,0
22.3581,0,0
22.3613,0,0
22.3644,0,0
22.3675,0,0
22.3706,0,0
22.3738,0,0
22.3769,0,0
22.38,0,0
22.3831,0,0
22.3863,0,0
22.3894,0,0
22.3925,0,0
22.3956,0,0
22.3987,0,0
22.4019,0,0
22.405,0,0
22.4081,0,0
22.4112,0,0
22.4145,0,0
22.4175,0,0
22.4207,0,0
22.4238,0,0
22.4269,0,0
22.43,0,0
22.4331,0,0
22.4363,0,0
22.4395,0,0
22.4425,0,0
22.4457,0,0
22.4487,0,0
22.4519,0,0
22.455,0,0
22.4581,0,0
22.4613,0,0
22.4644,0,0
22.4675,0,0
22.4706,0,0
22.4738,0,0
22.4769,0,0
22.48,0,0
22.4832,0,0
22.4863,0,0
22.4894,0,0
22.4925,0,0
22.4956,0,0
22.4988,0,0
22.5019,0,0
22.505,0,0
22.5081,0,0
22.5113,0,0
22.5145,0,0
22.5175,0,0
22.5206,0,0
22.5238,0,0
22.5269,0,0
22.53,0,0
22.5332,0,0
22.5364,0,0
22.5395,0,0
22.5425,0,0
22.5456,0,0
22.5488,0,0
22.5519,0,0
22.555,0,0
22.5581,0,0
22.5613,0,0
22.5645,0,0
22.5676,0,0
22.5706,0,0
22.5737,0,0
22.5769,0,0
22.58,0,0
22.5831,0,0
22.5862,0,0
22.5894,0,0
22.5925,0,0
22.5956,0,0
22.5987,0,0
22.6019,0,0
22.605,0,0
22.6081,0,0
22.6112,0,0
22.6144,0,0
22.6175,0,0
22.6206,0,0
22.6238,0,0
22.6269,0,0
22.63,0,0
22.6331,0,0
22.6362,0,0
22.6395,0,0
22.6425,0,0
22.6456,0,0
22.6487,0,0
22.6519,0,0
22.655,0,0
22.6582,0,0
22.6612,0,0
22.6644,0,0
22.6675,0,0
22.6706,0,0
22.6738,0,0
22.6769,0,0
22.68,0,0
22.6831,0,0
22.6862,0,0
22.6894,0,0
22.6928,0,0
22.6956,0,0
22.6987,0,0
22.7019,0,0
22.705,0,0
22.7081,0,0
22.7112,0,0
22.7145,0,0
22.7175,0,0
22.7206,0,0
22.7237,0,0
22.7268,0,0
22.73,0,0
22.7331,0,0
22.7363,0,0
22.7395,0,0
22.7425,0,0
22.7456,0,0
22.7488,0,0
22.7519,0,0
22.755,0,0
22.7581,0,0
22.7613,0,0
22.7675,4095,0
22.7738,4095,0
22.78,4095,0
22.7863,4095,0
22.7925,4095,0
22.7988,4095,0
22.805,4095,0
22.8113,4095,0
22.8175,4095,0
22.8238,4095,0
22.83,4095,0
22.8362,4095,0
22.8425,4095,0
22.8487,4095,0
22.855,4095,0
22.8612,4095,0
22.8675,4095,0
22.8738,4095,0
22.88,4095,0
22.8863,4095,0
22.8925,4095,0
22.8987,4095,0
22.905,4095,0
22.9113,4095,0
22.9175,4095,0
22.9238,4095,0
22.93,4095,0
22.9362,4095,0
22.9425,4095,0
22.9488,4095,0
22.955,4095,0
22.9613,4095,0
22.9675,4095,0
22.9737,4095,0
22.98,4095,0
22.9862,4095,0
22.9925,4095,0
22.9988,4095,0
23.005,4095,0
23.0113,4095,0
23.0175,4095,0
23.0237,4095,0
23.03,4095,0
23.0363,4095,0
23.0425,4095,0
23.0487,4095,0
23.055,4095,0
23.0612,4095,0
23.0675,4095,0
23.0738,4095,0
23.08,4095,0
23.0863,4095,0
23.0925,4095,0
23.0987,4095,0
23.105,4095,0
23.1113,4095,0
23.1175,4095,0
23.1237,4095,0
23.13,4095,0
23.1363,4095,0
23.1425,4095,0
23.1487,4095,0
23.155,4095,0
23.1612,4095,0
23.1675,4095,0
23.1737,4095,0
23.18,4095,0
23.1864,4095,0
23.1925,4095,0
23.1988,4095,0
23.205,4095,0
23.2113,4095,0
23.2175,4095,0
23.2237,4095,0
23.23,4095,0
23.2362,4095,0
23.2425,4095,0
23.2487,4095,0
23.255,4095,0
23.2612,4095,0
23.2675,4095,0
23.2737,4095,0
23.28,4095,0
23.2862,4095,0
23.2925,4095,0
23.2987,4095,0
23.305,4095,0
23.3112,4095,0
23.3175,4095,0
23.3237,4095,0
23.33,4095,0
23.3362,4095,0
23.3425,4095,0
23.3487,4095,0
23.355,4095,0
23.3612,4095,0
23.3675,4095,0
23.3737,4095,0
23.38,4095,0
23.3863,4095,0
23.3925,4095,0
23.3987,4095,0
23.4049,4095,0
23.4112,4095,0
23.4175,4095,0
23.4237,4095,0
23.4299,4095,0
23.4362,4095,0
23.4426,4095,0
23.4487,4095,0
23.4549,4095,0
23.4612,4095,0
23.4675,4095,0
23.4737,4095,0
23.4799,4095,0
23.4862,4095,0
23.4925,4095,0
23.4987,4095,0
23.505,4095,0
23.5112,4095,0
23.5175,4095,0
23.5237,4095,0
23.53,4095,0
23.5362,4095,0
23.5425,4095,0
23.5487,4095,0
23.5549,4095,0
23.5612,4095,0
23.5674,4095,0
23.5737,4095,0
23.58,4095,0
23.5862,4095,0
23.5925,4095,0
23.5987,4095,0
23.605,4095,0
23.6112,4095,0
23.6175,4095,0
23.6237,4095,0
23.6299,4095,0
23.6362,4095,0
23.6424,4095,0
23.6487,4095,0
23.655,4095,0
23.6612,4095,0
23.6675,4095,0
23.6737,4095,0
23.68,4095,0
23.6862,4095,0
23.6925,4095,0
23.6987,4095,0
23.705,4095,0
23.7112,4095,0
23.7175,4095,0
23.7237,4095,0
23.7299,4095,0
23.7362,4095,0
23.7425,4095,0
23.7487,4095,0
23.7549,4095,0
23.7612,4095,0
23.7675,4095,0
23.7737,4095,0
23.7799,4095,0
23.7862,4095,0
23.7925,4095,0
23.7987,4095,0
23.805,4095,0
23.8112,4095,0
23.8174,4095,0
23.8237,4095,0
23.8299,4095,0
23.8362,4095,0
23.8425,4095,0
23.8487,4095,0
23.8549,4095,0
23.8612,4095,0
23.8675,4095,0
23.8737,4095,0
23.8799,4095,0
23.8862,4095,0
23.8925,4095,0
23.8987,4095,0
23.9049,4095,0
23.9112,4095,0
23.9175,4095,0
23.9237,4095,0
23.9299,4095,0
23.9362,4095,0
23.9425,4095,0
23.9487,4095,0
23.9549,4095,0
23.9612,4095,0
23.9675,4095,0
23.9737,4095,0
23.9799,4095,0
23.9862,4095,0
23.9924,4095,0
23.9987,4095,0
24.0049,4095,0
24.0112,4095,0
24.0174,4095,0
24.0237,4095,0
24.0299,4095,0
24.0362,4095,0
24.0425,4095,0
24.0487,4095,0
24.0549,4095,0
24.0612,4095,0
24.0675,4095,0
24.0737,4095,0
24.0799,4095,0
24.0862,4095,0
24.0925,4095,0
24.0987,4095,0
24.1049,4095,0
24.1112,4095,0
24.1175,4095,0
24.1237,4095,0
24.1299,4095,0
24.1362,4095,0
24.1425,4095,0
24.1487,4095,0
24.1549,4095,0
24.1612,4095,0
24.1675,4095,0
24.1737,4095,0
24.18,4095,0
24.1862,4095,0
24.1925,4095,0
24.1987,4095,0
24.2049,4095,0
24.2112,4095,0
24.2174,4095,0
24.2237,4095,0
24.2299,4095,0
24.2362,4095,0
24.2424,4095,0
24.2487,4095,0
24.2549,4095,0
24.2612,4095,0
24.2674,4095,0
24.2737,4095,0
24.2799,4095,0
24.2862,4095,0
24.2925,4095,0
24.2987,4095,0
24.3049,4095,0
24.3112,4095,0
24.3174,4095,0
24.3237,4095,0
24.3299,4095,0
24.3362,4095,0
24.3425,4095,0
24.3487,4095,0
24.3549,4095,0
24.3612,4095,0
24.3675,4095,0
24.3737,4095,0
24.3799,4095,0
24.3862,4095,0
24.3925,4095,0
24.3987,4095,0
24.4049,4095,0
24.4112,4095,0
24.4175,4095,0
24.4237,4095,0
24.4299,4095,0
24.4362,4095,0
24.4424,4095,0
24.4487,4095,0
24.4549,4095,0
24.4612,4095,0
24.4674,4095,0
24.4737,4095,0
24.4799,4095,0
24.4862,4095,0
24.4924,4095,0
24.4987,4095,0
24.5049,4095,0
24.5112,4095,0
24.5174,4095,0
24.5237,4095,0
24.5299,4095,0
24.5362,4095,0
24.5425,4095,0
24.5487,4095,0
24.5549,4095,0
24.5612,4095,0
24.5674,4095,0
24.5737,4095,0
24.5799,4095,0
24.5862,4095,0
24.5925,4095,0
24.5987,4095,0
24.6049,4095,0
24.6114,4095,0
24.6175,4095,0
24.6237,4095,0
24.6299,4095,0
24.6362,4095,0
24.6425,4095,0
24.6487,4095,0
24.6549,4095,0
24.6612,4095,0
24.6675,4095,0
24.6737,4095,0
24.6799,4095,0
24.6862,4095,0
24.6925,4095,0
24.6987,4095,0
24.7049,4095,0
24.7112,4095,0
24.7174,4095,0
24.7236,4095,0
24.7299,4095,0
24.7362,4095,0
24.7425,4095,0
24.7487,4095,0
24.7549,4095,0
24.7612,4095,0
24.7674,4095,0
24.7737,4095,0
24.7799,4095,0
24.7861,4095,0
24.7925,4095,0
24.7987,4095,0
24.8049,4095,0
24.8111,4095,0
24.8175,4095,0
24.8237,4095,0
24.8299,4095,0
24.8362,4095,0
24.8425,4095,0
24.8486,4095,0
24.8549,4095,0
24.8611,4095,0
24.8674,4095,0
24.8737,4095,0
24.8799,4095,0
24.8862,4095,0
24.8925,4095,0
24.8987,4095,0
24.9049,4095,0
24.9112,4095,0
24.9174,4095,0
24.9236,4095,0
24.9299,4095,0
24.9362,4095,0
24.9425,4095,0
24.9487,4095,0
24.9549,4095,0
24.9611,4095,0
24.9675,4095,0
24.9736,4095,0
24.9799,4095,0
24.9862,4095,0
24.9924,4095,0
24.9986,4095,0
25.0049,4095,0
25.0112,4095,0
25.0174,4095,0
25.0237,4095,0
25.0299,4095,0
25.0362,4095,0
25.0424,4095,0
25.0487,4095,0
25.0549,4095,0
25.0611,4095,0
25.0674,4095,0
25.0737,4095,0
25.0799,4095,0
25.0861,4095,0
25.0924,4095,0
25.0987,4095,0
25.105,4095,0
25.1111,4095,0
25.1175,4095,0
25.1236,4095,0
25.1299,4095,0
25.1362,4095,0
25.1425,4095,0
25.1487,4095,0
25.1549,4095,0
25.1611,4095,0
25.1675,4095,0
25.1737,4095,0
25.1799,4095,0
25.1861,4095,0
25.1924,4095,0
25.1986,4095,0
25.2049,4095,0
25.2111,4095,0
25.2174,4095,0
25.2236,4095,0
25.2299,4095,0
25.2361,4095,0
25.2425,4095,0
25.2486,4095,0
25.2549,4095,0
25.2611,4095,0
25.2675,4095,0
25.2736,4095,0
25.2799,4095,0
25.2862,4095,0
25.2924,4095,0
25.2987,4095,0
25.3049,4095,0
25.3111,4095,0
25.3174,4095,0
25.3237,4095,0
25.3298,4095,0
25.3361,4095,0
25.3424,4095,0
25.3486,4095,0
25.3549,4095,0
25.3611,4095,0
25.3675,4095,0
25.3736,4095,0
25.3799,4095,0
25.3861,4095,0
25.3925,4095,0
25.3986,4095,0
25.4049,4095,0
25.4112,4095,0
25.4175,4095,0
25.4237,4095,0
25.4298,4095,0
25.4361,4095,0
25.4424,4095,0
25.4486,4095,0
25.4549,4095,0
25.4611,4095,0
25.4675,4095,0
25.4736,4095,0
25.4799,4095,0
25.4861,4095,0
25.4925,4095,0
25.4986,4095,0
25.5049,4095,0
25.5111,4095,0
25.5174,4095,0
25.5236,4095,0
25.5298,4095,0
25.5361,4095,0
25.5425,4095,0
25.5486,4095,0
25.5549,4095,0
25.5611,4095,0
25.5675,4095,0
25.5736,4095,0
25.5799,4095,0
25.5861,4095,0
25.5924,4095,0
25.5986,4095,0
25.6049,4095,0
25.6111,4095,0
25.6175,4095,0
25.6236,4095,0
25.6299,4095,0
25.6361,4095,0
25.6424,4095,0
25.6486,4095,0
25.6548,4095,0
25.6611,4095,0
25.6674,4095,0
25.6736,4095,0
25.6799,4095,0
25.6861,4095,0
25.6925,4095,0
25.6986,4095,0
25.7049,4095,0
25.7111,4095,0
25.7174,4095,0
25.7236,4095,0
25.7299,4095,0
25.7361,4095,0
25.7425,4095,0
25.7486,4095,0
25.7549,4095,0
25.7611,4095,0
25.7675,4095,0
25.7736,4095,0
25.7798,4095,0
25.7861,4095,0
25.7924,4095,0
25.7986,4095,0
25.8048,4095,0
25.8111,4095,0
25.8175,4095,0
25.8236,4095,0
25.8299,4095,0
25.8361,4095,0
25.8424,4095,0
25.8486,4095,0
25.8549,4095,0
25.8611,4095,0
25.8674,4095,0
25.8736,4095,0
25.8798,4095,0
25.8861,4095,0
25.8925,4095,0
25.8986,4095,0
25.9048,4095,0
25.9111,4095,0
25.9175,4095,0
25.9236,4095,0
25.9298,4095,0
25.9361,4095,0
25.9424,4095,0
25.9486,4095,0
25.9548,4095,0
25.9611,4095,0
25.9675,4095,0
25.9736,4095,0
25.9799,4095,0
25.9861,4095,0
25.9924,4095,0
25.9986,4095,0
26.0048,4095,0
26.0111,4095,0
26.0174,4095,0
26.0236,4095,0
26.0298,4095,0
26.0361,4095,0
26.0424,4095,0
26.0486,4095,0
26.0548,4095,0
26.0611,4095,0
26.0674,4095,0
26.0736,4095,0
26.0798,4095,0
26.0861,4095,0
26.0925,4095,0
26.0986,4095,0
26.1048,4095,0
26.1111,4095,0
26.1175,4095,0
26.1236,4095,0
26.1298,4095,0
26.1361,4095,0
26.1424,4095,0
26.1486,4095,0
26.1549,4095,0
26.1611,4095,0
26.1675,4095,0
26.1736,4095,0
26.1799,4095,0
26.1861,4095,0
26.1924,4095,0
26.1986,4095,0
26.2049,4095,0
26.2111,4095,0
26.2175,4095,0
26.2236,4095,0
26.2298,4095,0
26.2361,4095,0
26.2425,4095,0
26.2486,4095,0
26.2548,4095,0
26.2611,4095,0
26.2674,4095,0
26.2736,4095,0
26.2799,4095,0
26.2861,4095,0
26.2925,4095,0
26.2986,4095,0
26.3048,4095,0
26.3111,4095,0
26.3174,4095,0
26.3236,4095,0
26.3298,4095,0
26.3361,4095,0
26.3425,4095,0
26.3486,4095,0
26.3548,4095,0
26.3611,4095,0
26.3675,4095,0
26.3736,4095,0
26.3798,4095,0
26.3861,4095,0
26.3925,4095,0
26.3986,4095,0
26.4048,4095,0
26.4111,4095,0
26.4174,4095,0
26.4236,4095,0
26.4298,4095,0
26.4361,4095,0
26.4424,4095,0
26.4486,4095,0
26.4548,4095,0
26.4611,4095,0
26.4674,4095,0
26.4736,4095,0
26.4798,4095,0
26.4861,4095,0
26.4924,4095,0
26.4986,4095,0
26.5048,4095,0
26.5111,4095,0
26.5174,4095,0
26.5236,4095,0
26.53,4095,0
26.5361,4095,0
26.5424,4095,0
26.5486,4095,0
26.5548,4095,0
26.5611,4095,0
26.5673,4095,0
26.5736,4095,0
26.5798,4095,0
26.5861,4095,0
26.5925,4095,0
26.5985,4095,0
26.6048,4095,0
26.6111,4095,0
26.6174,4095,0
26.6236,4095,0
26.6298,4095,0
26.6361,4095,0
26.6424,4095,0
26.6486,4095,0
26.6548,4095,0
26.6611,4095,0
26.6674,4095,0
26.6735,4095,0
26.6798,4095,0
26.6861,4095,0
26.6924,4095,0
26.6986,4095,0
26.7048,4095,0
26.7111,4095,0
26.7174,4095,0
26.7236,4095,0
26.7298,4095,0
26.7361,4095,0
26.7424,4095,0
26.7486,4095,0
26.7548,4095,0
26.7611,4095,0
26.7674,4095,0
26.7736,4095,0
26.7798,4095,0
26.7861,4095,0
26.7924,4095,0
26.7986,4095,0
26.8048,4095,0
26.811,4095,0
26.8174,4095,0
26.8236,4095,0
26.8298,4095,0
26.836,4095,0
26.8424,4095,0
26.8485,4095,0
26.8548,4095,0
26.8611,4095,0
26.8674,4095,0
26.8735,4095,0
26.8798,4095,0
26.8861,4095,0
26.8924,4095,0
26.8985,4095,0
26.9048,4095,0
26.9111,4095,0
26.9174,4095,0
26.9235,4095,0
26.9298,4095,0
26.9361,4095,0
26.9424,4095,0
26.9486,4095,0
26.9548,4095,0
